fromUNLOCODe,ToUNLOCODE,Distance,
ITGIT,ILASH,1065,
ITGIT,ILHFA,1134,
ITGIT,INCOK,4174,
ITGIT,INCOK,10324,
ITGIT,INMAA,4974,
ITGIT,INMAA,11069,
ITGIT,INNSA,3983,
ITGIT,INNSA,10682,
ITGIT,INPAV,4119,
ITGIT,INPAV,10847,
ITGIT,IRBND,4113,
ITGIT,IRBND,11096,
ITGIT,ITGOA,517,
ITGIT,ITSAL,291,
ITGIT,ITTRS,877,
ITGIT,JOAQB,1317,
ITGIT,JOAQB,11325,
ITGIT,JPHKT,8479,
ITGIT,JPHKT,14098,
ITGIT,JPNGO,8843,
ITGIT,JPNGO,14429,
ITGIT,JPOSA,8645,
ITGIT,JPOSA,14237,
ITGIT,JPSMZ,8824,
ITGIT,JPSMZ,14498,
ITGIT,JPTYO,8843,
ITGIT,JPTYO,14481,
ITGIT,JPUKB,8634,
ITGIT,JPUKB,14226,
ITGIT,JPYOK,8821,
ITGIT,JPYOK,14459,
ITGIT,KEMBA,3932,
ITGIT,KEMBA,8585,
ITGIT,KRPUS,8447,
ITGIT,KRPUS,14043,
ITGIT,KWSWK,4300,
ITGIT,KWSWK,11298,
ITGIT,LBBEY,1169,
ITGIT,LKCMB,4418,
ITGIT,LKCMB,10477,
ITGIT,LRMLW,3205,
ITGIT,MAAGA,1475,
ITGIT,MACAS,1218,
ITGIT,MAPTM,1074,
ITGIT,MQFDF,4325,
ITGIT,MUPLU,4678,
ITGIT,MUPLU,8379,
ITGIT,MXESE,8238,12
ITGIT,MXESE,13149,
ITGIT,MXLZC,7034,12
ITGIT,MXLZC,12084,
ITGIT,MXPGO,5443,
ITGIT,MYPEN,5670,
ITGIT,MYPEN,11404,
ITGIT,MYPKG,5767,
ITGIT,MYPKG,11482,
ITGIT,MYTPP,5977,
ITGIT,MYTPP,11715,
ITGIT,NCNOU,9974,
ITGIT,NCNOU,13148,
ITGIT,NGAPP,3997,
ITGIT,NICIO,6130,12
ITGIT,NICIO,11537,
ITGIT,NLRTM,2414,
ITGIT,NOAES,2968,
ITGIT,NOBGO,2864,
ITGIT,NOKRS,2764,
ITGIT,NOSVG,2793,
ITGIT,NZAKL,10280,
ITGIT,NZAKL,12147,
ITGIT,NZLYT,10045,
ITGIT,NZLYT,12211,
ITGIT,NZNPL,10059,
ITGIT,NZNPL,12093,
ITGIT,NZNSN,10047,
ITGIT,NZNSN,12780,
ITGIT,NZPOE,9942,
ITGIT,NZPOE,12844,
ITGIT,NZWLG,10115,
ITGIT,NZWLG,12037,
ITGIT,OMSLL,2938,
ITGIT,OMSLL,10104,
ITGIT,PABLB,5447,12
ITGIT,PABLB,11273,
ITGIT,PAMIT,4995,
ITGIT,PECLL,6797,12
ITGIT,PECLL,9931,
ITGIT,PFPPT,9940,12
ITGIT,PFPPT,11636,
ITGIT,PHGES,7376,
ITGIT,PHGES,12670,
ITGIT,PHMNL,7275,
ITGIT,PHMNL,12766,
ITGIT,PKBQM,3807,
ITGIT,PKBQM,10786,
ITGIT,PKKHI,3802,
ITGIT,PKKHI,10781,
ITGIT,PLGDY,3245,
ITGIT,PRSJU,4388,
ITGIT,PTLEI,1510,
ITGIT,PTLIS,1338,
ITGIT,RUKGD,3315,
ITGIT,RULED,3661,
ITGIT,SADMM,4525,
ITGIT,SADMM,11073,
ITGIT,SAJBI,4133,
ITGIT,SAJBI,11127,
ITGIT,SAJED,1707,
ITGIT,SAJED,10775,
ITGIT,SEGOT,2845,
ITGIT,SGSIN,5945,
ITGIT,SGSIN,11683,
ITGIT,SIKOP,865,
ITGIT,SLFNA,2995,
ITGIT,SNDKR,2512,
ITGIT,SVAQJ,6280,12
ITGIT,SVAQJ,11712,
ITGIT,SYLTK,1249,
ITGIT,TGLFW,3884,
ITGIT,THLCH,6704,
ITGIT,THLCH,12442,
ITGIT,TNSFA,851,
ITGIT,TNTUN,317,
ITGIT,TRAMB,1012,
ITGIT,TRIZM,854,
ITGIT,TRMER,1253,
ITGIT,TWKEL,7842,
ITGIT,TWKEL,13469,
ITGIT,TWKHH,7609,
ITGIT,TWKHH,13283,
ITGIT,TZDAR,4077,
ITGIT,TZDAR,8443,
ITGIT,UAODS,1367,
ITGIT,USBAL,4518,
ITGIT,USCHS,4660,
ITGIT,USDUT,10693,12
ITGIT,USDUT,11309,
ITGIT,USDUT,15466,
ITGIT,USEWR,7424,
ITGIT,USHNL,10132,12
ITGIT,USHNL,11715,
ITGIT,USHNL,13773,
ITGIT,USHOU,5750,
ITGIT,USILM,4590,
ITGIT,USLAX,8360,12
ITGIT,USLAX,13274,
ITGIT,USLGB,8365,12
ITGIT,USLGB,13279,
ITGIT,USMIA,4818,
ITGIT,USMOB,5476,
ITGIT,USMSY,5529,
ITGIT,USOAK,8697,12
ITGIT,USOAK,13283,
ITGIT,USOAK,13596,
ITGIT,USPHL,4372,
ITGIT,USSAV,4757,
ITGIT,USSEA,9467,12
ITGIT,USSEA,12979,
ITGIT,USSEA,14367,
ITGIT,UYMVD,6229,
ITGIT,VELAG,4686,
ITGIT,VEPBL,4753,
ITGIT,VNDAD,7112,
ITGIT,VNDAD,12850,
ITGIT,VNHPH,7270,
ITGIT,VNHPH,12898,
ITGIT,VNSGN,6594,
ITGIT,VNSGN,12332,
ITGIT,YEADE,2337,
ITGIT,YEADE,10074,
ITGIT,ZACPT,6096,
ITGIT,ZADUR,5504,
ITGIT,ZADUR,6877,
ITGIT,ZAPLZ,5893,
ITGIT,ZAPLZ,6503,
ITGOA,AEJEA,4418,
ITGOA,AEJEA,10729,
ITGOA,AOLAD,4684,
ITGOA,AOLOB,4900,
ITGOA,ARBHI,6466,
ITGOA,ARBUE,6148,
ITGOA,ARPMY,6896,
ITGOA,ARPUD,6865,
ITGOA,AUADL,8905,
ITGOA,AUADL,11671,
ITGOA,AUBNE,10171,
ITGOA,AUBNE,12378,
ITGOA,AUFRE,7734,
ITGOA,AUFRE,10648,
ITGOA,AUMEL,9237,
ITGOA,AUMEL,11601,
ITGOA,AUSYD,9704,
ITGOA,AUSYD,11887,
ITGOA,BDCGP,6163,
ITGOA,BDCGP,11409,
ITGOA,BEANR,2227,
ITGOA,BEZEE,2166,
ITGOA,BGVAR,1412,
ITGOA,BJCOO,3753,
ITGOA,BRITJ,5427,
ITGOA,BRMAO,4934,
ITGOA,BRPNG,5308,
ITGOA,BRRIG,5776,
ITGOA,BRSSZ,5174,
ITGOA,BRVIX,4860,
ITGOA,BSFPO,4560,
ITGOA,BZBZE,5353,
ITGOA,CAMTR,4113,
ITGOA,CAVAN,9295,12
ITGOA,CAVAN,13510,
ITGOA,CAVAN,14197,
ITGOA,CDBOA,4526,
ITGOA,CDMAT,4570,
ITGOA,CGPNR,4427,
ITGOA,CIABJ,3339,
ITGOA,CLARI,7184,12
ITGOA,CLARI,9520,
ITGOA,CLIQQ,7250,12
ITGOA,CLIQQ,9420,
ITGOA,CLSAI,7907,12
ITGOA,CLSAI,8629,
ITGOA,CMDLA,4210,
ITGOA,CNDLC,9044,
ITGOA,CNDLC,14048,
ITGOA,CNFOC,8249,
ITGOA,CNFOC,13258,
ITGOA,CNLYG,9030,
ITGOA,CNLYG,13941,
ITGOA,CNSHA,8639,
ITGOA,CNSHA,13527,
ITGOA,CNTAO,8898,
ITGOA,CNTAO,13919,
ITGOA,CNXMN,8081,
ITGOA,CNXMN,13040,
ITGOA,CNYTN,7884,
ITGOA,CNYTN,12804,
ITGOA,COBAQ,4909,
ITGOA,COBUN,5615,12
ITGOA,COBUN,10873,
ITGOA,CRMOB,5323,
ITGOA,CYLMS,1393,
ITGOA,DEBRV,2433,
ITGOA,DEHAM,2489,
ITGOA,DJJIB,2798,
ITGOA,DJJIB,10006,
ITGOA,DKAAR,2746,
ITGOA,DZAAE,458,
ITGOA,DZALG,531,
ITGOA,DZBJA,493,
ITGOA,DZORN,686,
ITGOA,DZSKI,469,
ITGOA,ECESM,5735,12
ITGOA,ECESM,10656,
ITGOA,ECGYE,6087,12
ITGOA,ECGYE,10453,
ITGOA,EGALY,1316,
ITGOA,EGDAM,1426,
ITGOA,EGPSD,1446,
ITGOA,ESAGP,798,
ITGOA,ESALG,854,
ITGOA,ESBCN,356,
ITGOA,ESLPA,1549,
ITGOA,ESSCT,1565,
ITGOA,ESTAR,409,
ITGOA,ESVGO,1372,
ITGOA,ESVLC,512,
ITGOA,FIKTK,3374,
ITGOA,FIRAU,3359,
ITGOA,FJSUV,11101,
ITGOA,FJSUV,12631,
ITGOA,FRBES,1805,
ITGOA,FRDKK,2137,
ITGOA,FRFOS,225,
ITGOA,FRLEH,2029,
ITGOA,FRLPE,1818,
ITGOA,FRURO,2098,
ITGOA,GALBV,4183,
ITGOA,GAPOG,4189,
ITGOA,GBABD,2501,
ITGOA,GBFXT,2186,
ITGOA,GBSOU,2009,
ITGOA,GBTHP,2202,
ITGOA,GEPTI,1820,
ITGOA,GHTKD,3496,
ITGOA,GNCKY,2771,
ITGOA,GRPIR,906,
ITGOA,GRSKG,1155,
ITGOA,GUGUM,9017,
ITGOA,GUGUM,13708,
ITGOA,GWOXB,3038,
ITGOA,HKHKG,7879,
ITGOA,HKHKG,12799,
ITGOA,HNPCR,5375,
ITGOA,IDJKT,6717,
ITGOA,IDJKT,11069,
ITGOA,IDSRG,6907,
ITGOA,IDSRG,11259,
ITGOA,IDSUB,7090,
ITGOA,IDSUB,11442,
ITGOA,IEDUB,2069,
ITGOA,ILASH,1534,
ITGOA,ILHFA,1505,
ITGOA,INCOK,4661,
ITGOA,INCOK,10128,
ITGOA,INMAA,5461,
ITGOA,INMAA,10873,
ITGOA,INNSA,4470,
ITGOA,INNSA,10486,
ITGOA,INPAV,4606,
ITGOA,INPAV,10651,
ITGOA,IRBND,4600,
ITGOA,IRBND,10900,
ITGOA,ITGIT,517,
ITGOA,ITSAL,395,
ITGOA,ITTRS,1118,
ITGOA,JOAQB,1804,
ITGOA,JOAQB,11129,
ITGOA,JPHKT,8966,
ITGOA,JPHKT,13902,
ITGOA,JPNGO,9330,
ITGOA,JPNGO,14233,
ITGOA,JPOSA,9132,
ITGOA,JPOSA,14041,
ITGOA,JPSMZ,9311,
ITGOA,JPSMZ,14302,
ITGOA,JPTYO,9330,
ITGOA,JPTYO,14285,
ITGOA,JPUKB,9121,
ITGOA,JPUKB,14030,
ITGOA,JPYOK,9308,
ITGOA,JPYOK,14263,
ITGOA,KEMBA,4419,
ITGOA,KEMBA,8389,
ITGOA,KRPUS,8934,
ITGOA,KRPUS,13847,
ITGOA,KWSWK,4787,
ITGOA,KWSWK,11102,
ITGOA,LBBEY,1508,
ITGOA,LKCMB,4905,
ITGOA,LKCMB,10281,
ITGOA,LRMLW,3021,
ITGOA,MAAGA,1291,
ITGOA,MACAS,1034,
ITGOA,MAPTM,878,
ITGOA,MQFDF,4141,
ITGOA,MUPLU,5165,
ITGOA,MUPLU,8183,
ITGOA,MXESE,8054,12
ITGOA,MXESE,12965,
ITGOA,MXLZC,6850,12
ITGOA,MXLZC,11900,
ITGOA,MXPGO,5276,
ITGOA,MYPEN,6157,
ITGOA,MYPEN,11208,
ITGOA,MYPKG,6254,
ITGOA,MYPKG,11286,
ITGOA,MYTPP,6464,
ITGOA,MYTPP,11519,
ITGOA,NCNOU,10461,
ITGOA,NCNOU,12956,
ITGOA,NGAPP,3801,
ITGOA,NICIO,5946,12
ITGOA,NICIO,11353,
ITGOA,NLRTM,2230,
ITGOA,NOAES,2784,
ITGOA,NOBGO,2680,
ITGOA,NOKRS,2580,
ITGOA,NOSVG,2609,
ITGOA,NZAKL,10767,
ITGOA,NZAKL,11963,
ITGOA,NZLYT,10532,
ITGOA,NZLYT,12027,
ITGOA,NZNPL,10546,
ITGOA,NZNPL,11909,
ITGOA,NZNSN,10534,
ITGOA,NZNSN,12596,
ITGOA,NZPOE,10429,
ITGOA,NZPOE,12648,
ITGOA,NZWLG,10602,
ITGOA,NZWLG,11853,
ITGOA,OMSLL,3425,
ITGOA,OMSLL,9908,
ITGOA,PABLB,5263,12
ITGOA,PABLB,11089,
ITGOA,PAMIT,4811,
ITGOA,PECLL,6613,12
ITGOA,PECLL,9747,
ITGOA,PFPPT,9756,12
ITGOA,PFPPT,11452,
ITGOA,PHGES,7863,
ITGOA,PHGES,12474,
ITGOA,PHMNL,7762,
ITGOA,PHMNL,12570,
ITGOA,PKBQM,4294,
ITGOA,PKBQM,10590,
ITGOA,PKKHI,4289,
ITGOA,PKKHI,10585,
ITGOA,PLGDY,3061,
ITGOA,PRSJU,4204,
ITGOA,PTLEI,1314,
ITGOA,PTLIS,1154,
ITGOA,RUKGD,3131,
ITGOA,RULED,3477,
ITGOA,SADMM,5012,
ITGOA,SADMM,10877,
ITGOA,SAJBI,4620,
ITGOA,SAJBI,10931,
ITGOA,SAJED,2194,
ITGOA,SAJED,10579,
ITGOA,SEGOT,2661,
ITGOA,SGSIN,6432,
ITGOA,SGSIN,11487,
ITGOA,SIKOP,1113,
ITGOA,SLFNA,2811,
ITGOA,SNDKR,2328,
ITGOA,SVAQJ,6096,12
ITGOA,SVAQJ,11528,
ITGOA,SYLTK,1515,
ITGOA,TGLFW,3688,
ITGOA,THLCH,7191,
ITGOA,THLCH,12246,
ITGOA,TNSFA,711,
ITGOA,TNTUN,472,
ITGOA,TRAMB,1260,
ITGOA,TRIZM,1106,
ITGOA,TRMER,1483,
ITGOA,TWKEL,8329,
ITGOA,TWKEL,13273,
ITGOA,TWKHH,8096,
ITGOA,TWKHH,13087,
ITGOA,TZDAR,4564,
ITGOA,TZDAR,8247,
ITGOA,UAODS,1618,
ITGOA,USBAL,4334,
ITGOA,USCHS,4476,
ITGOA,USDUT,10509,12
ITGOA,USDUT,11796,
ITGOA,USDUT,15282,
ITGOA,USEWR,7240,
ITGOA,USHNL,9948,12
ITGOA,USHNL,12202,
ITGOA,USHNL,13589,
ITGOA,USHOU,5583,
ITGOA,USILM,4406,
ITGOA,USLAX,8176,12
ITGOA,USLAX,13090,
ITGOA,USLGB,8181,12
ITGOA,USLGB,13095,
ITGOA,USMIA,4651,
ITGOA,USMOB,5309,
ITGOA,USMSY,5362,
ITGOA,USOAK,8513,12
ITGOA,USOAK,13412,
ITGOA,USPHL,4188,
ITGOA,USSAV,4573,
ITGOA,USSEA,9283,12
ITGOA,USSEA,13466,
ITGOA,USSEA,14183,
ITGOA,UYMVD,6045,
ITGOA,VELAG,4502,
ITGOA,VEPBL,4569,
ITGOA,VNDAD,7599,
ITGOA,VNDAD,12654,
ITGOA,VNHPH,7757,
ITGOA,VNHPH,12702,
ITGOA,VNSGN,7081,
ITGOA,VNSGN,12136,
ITGOA,YEADE,2824,
ITGOA,YEADE,9878,
ITGOA,ZACPT,5900,
ITGOA,ZADUR,5991,
ITGOA,ZADUR,6681,
ITGOA,ZAPLZ,6307,
ITSAL,AEJEA,4090,
ITSAL,AEJEA,10900,
ITSAL,AOLAD,4876,
ITSAL,AOLOB,5092,
ITSAL,ARBHI,6616,
ITSAL,ARBUE,6298,
ITSAL,ARPMY,7046,
ITSAL,ARPUD,7015,
ITSAL,AUADL,8577,
ITSAL,AUADL,11842,
ITSAL,AUBNE,9843,
ITSAL,AUBNE,12549,
ITSAL,AUFRE,7406,
ITSAL,AUFRE,10819,
ITSAL,AUMEL,8909,
ITSAL,AUMEL,11772,
ITSAL,AUSYD,9376,
ITSAL,AUSYD,12058,
ITSAL,BDCGP,5835,
ITSAL,BDCGP,11580,
ITSAL,BEANR,2377,
ITSAL,BEZEE,2316,
ITSAL,BGVAR,1078,
ITSAL,BJCOO,3945,
ITSAL,BRITJ,5577,
ITSAL,BRMAO,5084,
ITSAL,BRPNG,5458,
ITSAL,BRRIG,5926,
ITSAL,BRSSZ,5324,
ITSAL,BRVIX,5010,
ITSAL,BSFPO,4762,
ITSAL,BZBZE,5553,
ITSAL,CAMTR,4263,
ITSAL,CAVAN,9445,12
ITSAL,CAVAN,13182,
ITSAL,CAVAN,14347,
ITSAL,CDBOA,4718,
ITSAL,CDMAT,4762,
ITSAL,CGPNR,4619,
ITSAL,CIABJ,3531,
ITSAL,CLARI,7334,12
ITSAL,CLARI,9670,
ITSAL,CLIQQ,7400,12
ITSAL,CLIQQ,9570,
ITSAL,CLSAI,8057,12
ITSAL,CLSAI,8779,
ITSAL,CMDLA,4402,
ITSAL,CNDLC,8716,
ITSAL,CNDLC,14219,
ITSAL,CNFOC,7921,
ITSAL,CNFOC,13429,
ITSAL,CNLYG,8702,
ITSAL,CNLYG,14112,
ITSAL,CNSHA,8311,
ITSAL,CNSHA,13698,
ITSAL,CNTAO,8570,
ITSAL,CNTAO,14090,
ITSAL,CNXMN,7753,
ITSAL,CNXMN,13211,
ITSAL,CNYTN,7556,
ITSAL,CNYTN,12975,
ITSAL,COBAQ,5059,
ITSAL,COBUN,5765,12
ITSAL,COBUN,11023,
ITSAL,CRMOB,5473,
ITSAL,CYLMS,1073,
ITSAL,DEBRV,2583,
ITSAL,DEHAM,2639,
ITSAL,DJJIB,2470,
ITSAL,DJJIB,10177,
ITSAL,DKAAR,2896,
ITSAL,DZAAE,459,
ITSAL,DZALG,680,
ITSAL,DZBJA,607,
ITSAL,DZORN,876,
ITSAL,DZSKI,522,
ITSAL,ECESM,5885,12
ITSAL,ECESM,10806,
ITSAL,ECGYE,6237,12
ITSAL,ECGYE,10603,
ITSAL,EGALY,992,
ITSAL,EGDAM,1098,
ITSAL,EGPSD,1118,
ITSAL,ESAGP,1037,
ITSAL,ESALG,1043,
ITSAL,ESBCN,702,
ITSAL,ESLPA,1699,
ITSAL,ESSCT,1715,
ITSAL,ESTAR,755,
ITSAL,ESVGO,1522,
ITSAL,ESVLC,823,
ITSAL,FIKTK,3524,
ITSAL,FIRAU,3509,
ITSAL,FJSUV,10773,
ITSAL,FJSUV,12781,
ITSAL,FRBES,1955,
ITSAL,FRDKK,2287,
ITSAL,FRFOS,620,
ITSAL,FRLEH,2179,
ITSAL,FRLPE,1968,
ITSAL,FRURO,2248,
ITSAL,GALBV,4375,
ITSAL,GAPOG,4381,
ITSAL,GBABD,2651,
ITSAL,GBFXT,2336,
ITSAL,GBSOU,2159,
ITSAL,GBTHP,2352,
ITSAL,GEPTI,1486,
ITSAL,GHTKD,3688,
ITSAL,GNCKY,2921,
ITSAL,GRPIR,572,
ITSAL,GRSKG,821,
ITSAL,GUGUM,8689,
ITSAL,GUGUM,13879,
ITSAL,GWOXB,3188,
ITSAL,HKHKG,7551,
ITSAL,HKHKG,12970,
ITSAL,HNPCR,5525,
ITSAL,IDJKT,6389,
ITSAL,IDJKT,11240,
ITSAL,IDSRG,6579,
ITSAL,IDSRG,11430,
ITSAL,IDSUB,6762,
ITSAL,IDSUB,11613,
ITSAL,IEDUB,2219,
ITSAL,ILASH,1224,
ITSAL,ILHFA,1181,
ITSAL,INCOK,4333,
ITSAL,INCOK,10299,
ITSAL,INMAA,5133,
ITSAL,INMAA,11044,
ITSAL,INNSA,4142,
ITSAL,INNSA,10657,
ITSAL,INPAV,4278,
ITSAL,INPAV,10822,
ITSAL,IRBND,4272,
ITSAL,IRBND,11071,
ITSAL,ITGIT,291,
ITSAL,ITGOA,395,
ITSAL,ITTRS,795,
ITSAL,JOAQB,1476,
ITSAL,JOAQB,11300,
ITSAL,JPHKT,8638,
ITSAL,JPHKT,14073,
ITSAL,JPNGO,9002,
ITSAL,JPNGO,14404,
ITSAL,JPOSA,8804,
ITSAL,JPOSA,14212,
ITSAL,JPSMZ,8983,
ITSAL,JPSMZ,14473,
ITSAL,JPTYO,9002,
ITSAL,JPTYO,14456,
ITSAL,JPUKB,8793,
ITSAL,JPUKB,14201,
ITSAL,JPYOK,8980,
ITSAL,JPYOK,14434,
ITSAL,KEMBA,4091,
ITSAL,KEMBA,8560,
ITSAL,KRPUS,8606,
ITSAL,KRPUS,14018,
ITSAL,KWSWK,4459,
ITSAL,KWSWK,11273,
ITSAL,LBBEY,1185,
ITSAL,LKCMB,4577,
ITSAL,LKCMB,10452,
ITSAL,LRMLW,3171,
ITSAL,MAAGA,1441,
ITSAL,MACAS,1184,
ITSAL,MAPTM,1070,
ITSAL,MQFDF,4291,
ITSAL,MUPLU,4837,
ITSAL,MUPLU,8354,
ITSAL,MXESE,8204,12
ITSAL,MXESE,13115,
ITSAL,MXLZC,7000,12
ITSAL,MXLZC,12050,
ITSAL,MXPGO,5462,
ITSAL,MYPEN,5829,
ITSAL,MYPKG,5926,
ITSAL,MYPKG,11457,
ITSAL,MYTPP,6136,
ITSAL,MYTPP,11690,
ITSAL,NCNOU,10133,
ITSAL,NCNOU,13114,
ITSAL,NGAPP,3993,
ITSAL,NICIO,6096,12
ITSAL,NICIO,11503,
ITSAL,NLRTM,2380,
ITSAL,NOAES,2934,
ITSAL,NOBGO,2830,
ITSAL,NOKRS,2730,
ITSAL,NOSVG,2759,
ITSAL,NZAKL,10439,
ITSAL,NZAKL,12113,
ITSAL,NZLYT,10204,
ITSAL,NZLYT,12177,
ITSAL,NZNPL,10218,
ITSAL,NZNPL,12059,
ITSAL,NZNSN,10206,
ITSAL,NZNSN,12746,
ITSAL,NZPOE,10101,
ITSAL,NZPOE,12819,
ITSAL,NZWLG,10274,
ITSAL,NZWLG,12003,
ITSAL,OMSLL,3097,
ITSAL,OMSLL,10079,
ITSAL,PABLB,5413,12
ITSAL,PABLB,11239,
ITSAL,PAMIT,4961,
ITSAL,PECLL,6763,12
ITSAL,PECLL,9897,
ITSAL,PFPPT,9906,12
ITSAL,PFPPT,11602,
ITSAL,PHGES,7535,
ITSAL,PHGES,12645,
ITSAL,PHMNL,7434,
ITSAL,PHMNL,12741,
ITSAL,PKBQM,3966,
ITSAL,PKBQM,10761,
ITSAL,PKKHI,3961,
ITSAL,PKKHI,10756,
ITSAL,PLGDY,3211,
ITSAL,PRSJU,4354,
ITSAL,PTLEI,1484,
ITSAL,PTLIS,1304,
ITSAL,RUKGD,3281,
ITSAL,RULED,3627,
ITSAL,SADMM,4684,
ITSAL,SADMM,11048,
ITSAL,SAJBI,4292,
ITSAL,SAJBI,11102,
ITSAL,SAJED,1866,
ITSAL,SAJED,10750,
ITSAL,SEGOT,2811,
ITSAL,SGSIN,6104,
ITSAL,SGSIN,11658,
ITSAL,SIKOP,779,
ITSAL,SLFNA,2961,
ITSAL,SNDKR,2478,
ITSAL,SVAQJ,6246,12
ITSAL,SVAQJ,11678,
ITSAL,SYLTK,1195,
ITSAL,TGLFW,3880,
ITSAL,THLCH,6863,
ITSAL,THLCH,12417,
ITSAL,TNSFA,724,
ITSAL,TNTUN,360,
ITSAL,TRAMB,926,
ITSAL,TRIZM,772,
ITSAL,TRMER,1170,
ITSAL,TWKEL,8001,
ITSAL,TWKEL,13444,
ITSAL,TWKHH,7768,
ITSAL,TWKHH,13258,
ITSAL,TZDAR,4236,
ITSAL,TZDAR,8418,
ITSAL,UAODS,1284,
ITSAL,USBAL,4484,
ITSAL,USCHS,4626,
ITSAL,USDUT,10659,12
ITSAL,USDUT,11468,
ITSAL,USDUT,15432,
ITSAL,USEWR,7390,
ITSAL,USHNL,10098,12
ITSAL,USHNL,11874,
ITSAL,USHNL,13739,
ITSAL,USHOU,5772,
ITSAL,USILM,4556,
ITSAL,USLAX,8326,12
ITSAL,USLAX,13240,
ITSAL,USLGB,8331,12
ITSAL,USLGB,13245,
ITSAL,USMIA,4853,
ITSAL,USMOB,5498,
ITSAL,USMSY,5551,
ITSAL,USOAK,8663,12
ITSAL,USOAK,13442,
ITSAL,USOAK,13562,
ITSAL,USPHL,4338,
ITSAL,USSAV,4723,
ITSAL,USSEA,9433,12
ITSAL,USSEA,13138,
ITSAL,USSEA,14333,
ITSAL,UYMVD,6195,
ITSAL,VELAG,4652,
ITSAL,VEPBL,4719,
ITSAL,VNDAD,7271,
ITSAL,VNDAD,12825,
ITSAL,VNHPH,7429,
ITSAL,VNHPH,12873,
ITSAL,VNSGN,6753,
ITSAL,VNSGN,12307,
ITSAL,YEADE,2496,
ITSAL,YEADE,10049,
ITSAL,ZACPT,6071,
ITSAL,ZADUR,5663,
ITSAL,ZADUR,6852,
ITSAL,ZAPLZ,6052,
ITSAL,ZAPLZ,6478,
ITTRS,AEJEA,4300,
ITTRS,AEJEA,11542,
ITTRS,AOLAD,5497,
ITTRS,AOLOB,5713,
ITTRS,ARBHI,7280,
ITTRS,ARBUE,6962,
ITTRS,ARPMY,7710,
ITTRS,ARPUD,7679,
ITTRS,AUADL,8787,
ITTRS,AUADL,12484,
ITTRS,AUBNE,10053,
ITTRS,AUBNE,13191,
ITTRS,AUFRE,7616,
ITTRS,AUFRE,11461,
ITTRS,AUMEL,9119,
ITTRS,AUMEL,12414,
ITTRS,AUSYD,9586,
ITTRS,AUSYD,12700,
ITTRS,BDCGP,6045,
ITTRS,BDCGP,12222,
ITTRS,BEANR,3041,
ITTRS,BEZEE,2980,
ITTRS,BGVAR,1215,
ITTRS,BJCOO,4566,
ITTRS,BRITJ,6241,
ITTRS,BRMAO,5748,
ITTRS,BRPNG,6122,
ITTRS,BRRIG,6590,
ITTRS,BRSSZ,5988,
ITTRS,BRVIX,5674,
ITTRS,BSFPO,5345,
ITTRS,BZBZE,6138,
ITTRS,CAMTR,4927,
ITTRS,CAVAN,10109,12
ITTRS,CAVAN,13392,
ITTRS,CAVAN,15011,
ITTRS,CDBOA,5339,
ITTRS,CDMAT,5383,
ITTRS,CGPNR,5240,
ITTRS,CIABJ,4152,
ITTRS,CLARI,7998,12
ITTRS,CLARI,10334,
ITTRS,CLIQQ,8064,12
ITTRS,CLIQQ,10234,
ITTRS,CLSAI,8721,12
ITTRS,CLSAI,9443,
ITTRS,CMDLA,5023,
ITTRS,CNDLC,8926,
ITTRS,CNDLC,14861,
ITTRS,CNFOC,8131,
ITTRS,CNFOC,14071,
ITTRS,CNLYG,8912,
ITTRS,CNLYG,14754,
ITTRS,CNSHA,8521,
ITTRS,CNSHA,14340,
ITTRS,CNTAO,8780,
ITTRS,CNTAO,14732,
ITTRS,CNXMN,7963,
ITTRS,CNXMN,13853,
ITTRS,CNYTN,7766,
ITTRS,CNYTN,13617,
ITTRS,COBAQ,5723,
ITTRS,COBUN,6429,12
ITTRS,COBUN,11687,
ITTRS,CRMOB,6137,
ITTRS,CYLMS,1263,
ITTRS,DEBRV,3247,
ITTRS,DEHAM,3303,
ITTRS,DJJIB,2680,
ITTRS,DJJIB,10819,
ITTRS,DKAAR,3560,
ITTRS,DZAAE,1034,
ITTRS,DZALG,1254,
ITTRS,DZBJA,1182,
ITTRS,DZORN,1450,
ITTRS,DZSKI,1097,
ITTRS,ECESM,6549,12
ITTRS,ECESM,11470,
ITTRS,ECGYE,6901,12
ITTRS,ECGYE,11267,
ITTRS,EGALY,1200,
ITTRS,EGDAM,1308,
ITTRS,EGPSD,1328,
ITTRS,ESAGP,1611,
ITTRS,ESALG,1677,
ITTRS,ESBCN,1313,
ITTRS,ESLPA,2363,
ITTRS,ESSCT,2379,
ITTRS,ESTAR,1366,
ITTRS,ESVGO,2186,
ITTRS,ESVLC,1396,
ITTRS,FIKTK,4188,
ITTRS,FIRAU,4173,
ITTRS,FJSUV,10983,
ITTRS,FJSUV,13445,
ITTRS,FRBES,2619,
ITTRS,FRDKK,2951,
ITTRS,FRFOS,1343,
ITTRS,FRLEH,2843,
ITTRS,FRLPE,2632,
ITTRS,FRURO,2912,
ITTRS,GALBV,4996,
ITTRS,GAPOG,5002,
ITTRS,GBABD,3315,
ITTRS,GBFXT,3000,
ITTRS,GBSOU,2823,
ITTRS,GBTHP,3016,
ITTRS,GEPTI,1623,
ITTRS,GHTKD,4309,
ITTRS,GNCKY,3585,
ITTRS,GRPIR,709,
ITTRS,GRSKG,957,
ITTRS,GUGUM,8899,
